,Date,Year,Month,Startup,IndustryVertical,SubVertical,City,InvestorName,InvestmentType,NewAmount
3309,2015-09-24,2015.0,9.0,Capabiliti,Employee OnBoarding & Orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,Undisclosed Investors,0.0
3310,2015-09-24,2015.0,9.0,Fourth Partner Energy,Solar Power Solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,Undisclosed Investors,2000000.0
3311,2015-09-24,2015.0,9.0,Licious,Online Meat Ordering platform,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,Undisclosed Investors,0.0
3314,2015-09-28,2015.0,9.0,Ola Cabs,Cab Booking app platform,Bangalore,Didi Kuaidi,Private Equity,Undisclosed Investors,30000000.0
3315,2015-09-29,2015.0,9.0,Paytm,E-Commerce & M-Commerce platform,New Delhi,"Alibaba Group, Ant Financial",Private Equity,Undisclosed Investors,680000000.0
3316,2015-09-29,2015.0,9.0,Inmobi,Mobile Advertising platform,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,Undisclosed Investors,100000000.0
3317,2015-09-29,2015.0,9.0,Peppertap,Hyperlocal Grocery Delivery,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,Undisclosed Investors,36000000.0
3320,2015-09-29,2015.0,9.0,Zakoopi,Fashion Discovery platform,New Delhi,Uniqorn Ventures,Seed Funding,Undisclosed Investors,0.0
3322,2015-09-30,2015.0,9.0,Infoworks,Big Data Management Platform,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,Undisclosed Investors,0.0
3323,2015-09-30,2015.0,9.0,RedDoorz,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,Undisclosed Investors,0.0
3325,2015-09-30,2015.0,9.0,Eywa Media,Digital Signal processing platform,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,Undisclosed Investors,0.0
3332,2015-01-10,2015.0,1.0,Muvizz,Movie-on-demand platform,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,Undisclosed Investors,0.0
3335,2015-02-10,2015.0,2.0,Shopalyst,Product discovery & recommendation platform,Bangalore,Kalaari Capital,Private Equity,Undisclosed Investors,2000000.0
3336,2015-03-10,2015.0,3.0,Chillr,Mobile Payments App,Mumbai,Sequoia Capital,Private Equity,Undisclosed Investors,6000000.0
3337,2015-05-10,2015.0,5.0,Nykaa,Beauty & Wellness Products e-tailer,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,Undisclosed Investors,9500000.0
3338,2015-05-10,2015.0,5.0,Voylla,Fashion jewelry and accessories e-tailer,Jaipur,Peepul Capital,Private Equity,Undisclosed Investors,15000000.0
3339,2015-05-10,2015.0,5.0,IndiaLends,Online Consumer Lending platform,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,Undisclosed Investors,1000000.0
3340,2015-05-10,2015.0,5.0,Rock N Shop,Premium Apparel shopping portal,New Delhi,High Networth Individuals (undisclosed),Seed Funding,Undisclosed Investors,0.0
3341,2015-06-10,2015.0,6.0,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,Undisclosed Investors,0.0
3342,2015-06-10,2015.0,6.0,WorkIndia,Job Board,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,Undisclosed Investors,500000.0
3343,2015-06-10,2015.0,6.0,SportzVillage,Sports Management & Physical Education Business,Bangalore,Gaja Capital Private Equity Fund,Private Equity,Undisclosed Investors,10000000.0
3345,2015-06-10,2015.0,6.0,Burger Singh,QSR & Online delivery portal,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,Undisclosed Investors,500000.0
3346,2015-06-10,2015.0,6.0,Welcome Cure,Online Homeopathy Clinic,Mumbai,Unnamed Media house and HNIs,Private Equity,Undisclosed Investors,6000000.0
3347,2015-07-10,2015.0,7.0,SchoolGuru,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,Undisclosed Investors,3000000.0
3349,2015-07-10,2015.0,7.0,GoJavas,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,Undisclosed Investors,20000000.0
3352,2015-08-10,2015.0,8.0,ZuperMeal,Home Cooked Food marketplace & Delivery,Mumbai,"Sanjeev Kapoor,  Ravi Saxena & Others",Private Equity,Undisclosed Investors,2000000.0
3353,2015-08-10,2015.0,8.0,Cube26,Gesture based Mobile Development,New Delhi,"Tiger Global Management, Flipkart",Private Equity,Undisclosed Investors,7700000.0
3355,2015-08-10,2015.0,8.0,Grabhouse,Rental Accommodation Search platform,Bangalore,Sequoia and Kalaari Capital.,Private Equity,Undisclosed Investors,10000000.0
3356,2015-08-10,2015.0,8.0,Quifers,Logistics Tech Platform,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,Undisclosed Investors,0.0
3357,2015-09-10,2015.0,9.0,Stockroom.io,Developer Portfolio Showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,Undisclosed Investors,0.0
3359,2015-09-10,2015.0,9.0,Cloud Lending,End-to-End Lending platform,Bangalore / San Mateo,SF Capital Group,Private Equity,Undisclosed Investors,8000000.0
3360,2015-09-10,2015.0,9.0,Inayo,on-demand healthcare marketplace,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,Undisclosed Investors,0.0
3362,2015-09-10,2015.0,9.0,Kulzy,Advertising & Marketing Community Networking platform,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,Undisclosed Investors,0.0
3363,2015-09-10,2015.0,9.0,Zeppery,Food Ordering & Delivery App,New Delhi,Suyash Sharma,Seed Funding,Undisclosed Investors,0.0
3364,2015-12-10,2015.0,12.0,Zify,Ride Sharing platform,Hyderabad,Sean O’Sullivan & Others,Seed Funding,Undisclosed Investors,0.0
3367,2015-12-10,2015.0,12.0,Gridle,Cloud Based Collaboration platform,Ahmedabad,LetsVenture,Seed Funding,Undisclosed Investors,0.0
3370,2015-10-13,2015.0,10.0,Voodoo,Mobile Only Shopping Assistant,New Delhi,SAIF Partners,Seed Funding,Undisclosed Investors,0.0
3371,2015-10-13,2015.0,10.0,Lookup,Mobile Messaging Assistant App,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,Undisclosed Investors,2500000.0
3372,2015-10-14,2015.0,10.0,AskMyGift,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,Undisclosed Investors,0.0
3374,2015-10-14,2015.0,10.0,Zappfresh,Raw Meat & Ready to eat food etailer,Gurgaon,Undisclosed Investors,Seed Funding,Undisclosed Investors,0.0
3380,2015-10-17,2015.0,10.0,S-Cube Futuretech,Structural & Civil Engg Service Automation,Mumbai,Parampara Capital,Private Equity,Undisclosed Investors,1000000.0
3382,2015-10-19,2015.0,10.0,Citrus Payment,Payments Solution platform,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,Undisclosed Investors,25000000.0
3383,2015-10-19,2015.0,10.0,Holidify,Travel Destination Discovery platform,New Delhi,Aarti Group,Seed Funding,Undisclosed Investors,0.0
3385,2015-10-20,2015.0,10.0,Opinio,Last Mile Delivery Service,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,Undisclosed Investors,7000000.0
3386,2015-10-20,2015.0,10.0,Attune Technologies,Healthcare IT Solutions & services,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,Undisclosed Investors,10000000.0
3389,2015-10-21,2015.0,10.0,AgentDesks,Real Estate Mobile CRM,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,Undisclosed Investors,0.0
3390,2015-10-21,2015.0,10.0,White Owl Brewery,Micro-Brewery,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,Undisclosed Investors,1530000.0
3391,2015-10-21,2015.0,10.0,MealHopper,Home Made Food Marketplace,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,Undisclosed Investors,0.0
3392,2015-10-21,2015.0,10.0,Zenify.in,residential rental management platform,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,Undisclosed Investors,0.0
3394,2015-10-23,2015.0,10.0,Medd,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,Undisclosed Investors,150000.0
3395,2015-10-23,2015.0,10.0,Leaping Caravan,Online food ordering & Delivery service,Gurgaon,Group of Angel investors,Seed Funding,Undisclosed Investors,0.0
3396,2015-10-23,2015.0,10.0,Frsh,Online food ordering & Delivery service,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,Undisclosed Investors,1000000.0
3397,2015-10-23,2015.0,10.0,Qik Stay,Hotel Aggregator & booking platform,New Delhi,ID Enablers Pvt Ltd,Seed Funding,Undisclosed Investors,0.0
3398,2015-10-26,2015.0,10.0,Parcelled,Online Logistics Platform,Bangalore,Delhivery,Private Equity,Undisclosed Investors,0.0
3399,2015-10-26,2015.0,10.0,AlmaMapper,Online Student & Campus Social Networking platform,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,Undisclosed Investors,0.0
3400,2015-10-26,2015.0,10.0,Flexing It,Professionals & Project Search Marketplace,New Delhi,undisclosed private investors,Seed Funding,Undisclosed Investors,0.0
3401,2015-10-26,2015.0,10.0,Netmeds.com,Online Pharmacy,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,Undisclosed Investors,50000000.0
3402,2015-10-26,2015.0,10.0,Razorpay,Online Payment Gateway,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,Undisclosed Investors,9000000.0
3404,2015-10-27,2015.0,10.0,Happitoo,Location based Nightlife recommendation  Platform,Mumbai,Unnamed investor,Seed Funding,Undisclosed Investors,0.0
3405,2015-10-27,2015.0,10.0,Care24,Professional Health Services Platform,Mumbai,India Quotient,Seed Funding,Undisclosed Investors,0.0
3406,2015-10-27,2015.0,10.0,Roadrunnr,Hyperlocal Logistics Service,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,Undisclosed Investors,10000000.0
3408,2015-10-28,2015.0,10.0,ORIGA Leasing,Asset Financing platform,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,Undisclosed Investors,0.0
3409,2015-10-28,2015.0,10.0,Smartivity.in,Virtual Reality activity based learning platform,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,Undisclosed Investors,0.0
3413,2015-10-29,2015.0,10.0,ZopHop,Public Commute helper App,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,Undisclosed Investors,0.0
3416,2015-10-30,2015.0,10.0,LiftO,Ridesharing Mobile app,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,Undisclosed Investors,0.0
3417,2015-10-30,2015.0,10.0,TinyOwl,Food Discovery & Delivery Mobile app,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,Undisclosed Investors,7500000.0
3418,2015-10-30,2015.0,10.0,Toppr.com,Competitive exam learning platform,Mumbai,InnoVen Capital,Private Equity,Undisclosed Investors,2000000.0
3419,2015-10-30,2015.0,10.0,Kleeto,Document Digitization platform,Gurgaon,GREX,Seed Funding,Undisclosed Investors,230000.0
3420,2015-10-30,2015.0,10.0,BeaconsTalk,proximity marketing & Mobile Advertising platform,Mumbai,Puneet Bhatia & others,Seed Funding,Undisclosed Investors,0.0
3421,2015-10-31,2015.0,10.0,Jugnoo,Autorickshaw Aggregator & Booking platform,Chandigarh,Paytm,Private Equity,Undisclosed Investors,10000000.0
3422,2015-01-12,2015.0,1.0,CollegeDekho,Online Education Information platform,Jaipur,GirnarSoft,Seed Funding,Undisclosed Investors,0.0
3425,2015-01-12,2015.0,1.0,Patel Logistics,Transportation & Logistics Platform,Mumbai,Frontline Strategy,Private Equity,Undisclosed Investors,0.0
3426,2015-01-12,2015.0,1.0,Wigzo,Enterprise Marketing Automation platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,Undisclosed Investors,500000.0
3428,2015-01-12,2015.0,1.0,Godof Hospitals,Digital Healthcare,New Delhi,Pankaj Gupta,Seed Funding,Undisclosed Investors,0.0
3429,2015-02-12,2015.0,2.0,RoomsTonite,Last Minute Hotel Booking App,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",Seed Funding,Undisclosed Investors,0.0
3432,2015-03-12,2015.0,3.0,EasyKhaana,Online Food ordering & Delivery platform,New Delhi,Undisclosed investors,Seed Funding,Undisclosed Investors,0.0
3433,2015-03-12,2015.0,3.0,Shuttl,App based Bus Pooling Services,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,Undisclosed Investors,20000000.0
3436,2015-04-12,2015.0,4.0,Applop,On Demand Mobile app developer,Kolkata,GHV Accelerator,Seed Funding,Undisclosed Investors,0.0
3437,2015-04-12,2015.0,4.0,CaRPM,Car Maintenance & Management mobile app,Gurgaon,GHV Accelerator,Seed Funding,Undisclosed Investors,0.0
3438,2015-04-12,2015.0,4.0,NDTV Wedding portal,Online Wedding Marketplace,New Delhi,CerraCap,Private Equity,Undisclosed Investors,20000000.0
3441,2015-07-12,2015.0,7.0,Customfurnish,Custom Made furniture e-tailer,Hyderabad,Agnus Capital,Private Equity,Undisclosed Investors,4500000.0
3442,2015-07-12,2015.0,7.0,Faasos,QSR Chain,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,Undisclosed Investors,30000000.0
3444,2015-07-12,2015.0,7.0,Leaf Wearables,Smart Safety Wearable Devices,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,Undisclosed Investors,0.0
3445,2015-07-12,2015.0,7.0,Coolshare,Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal,Seed Funding,Undisclosed Investors,0.0
3448,2015-08-12,2015.0,8.0,Yumist,Home Cooked Food Order & Delivery platform,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,Undisclosed Investors,2000000.0
3449,2015-09-12,2015.0,9.0,Jigsaw Academy,Online School for Analytics learning,Bangalore,Manipal Global Education Services,Private Equity,Undisclosed Investors,3000000.0
3451,2015-09-12,2015.0,9.0,Voxweb,Picture creation & Social mobile app,Mumbai,Undisclosed Investor,Seed Funding,Undisclosed Investors,0.0
3452,2015-09-12,2015.0,9.0,Aye Finance,Nonbanking finance company,New Delhi,"SAIF Partners, Accion",Private Equity,Undisclosed Investors,3000000.0
3454,2015-10-12,2015.0,10.0,BlackBuck,Online Freight Services Aggregator,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,Undisclosed Investors,25000000.0
3455,2015-10-12,2015.0,10.0,HomeStudio,Online Branded Furniture etailer,Bangalore,Bren Corporation,Private Equity,Undisclosed Investors,5000000.0
3456,2015-10-12,2015.0,10.0,PropheSee,Digital Analytics Platform,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,Undisclosed Investors,0.0
3457,2015-10-12,2015.0,10.0,i2e1,Internet Network Infrastructure Services,New Delhi,GrowX Ventures,Seed Funding,Undisclosed Investors,0.0
3458,2015-10-12,2015.0,10.0,Holisol Logistics,Supply Chain & Logistics Solutions,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,Undisclosed Investors,0.0
3460,2015-10-12,2015.0,10.0,Paynear,Mobile Point of Sale solutions,Hyderabad,Mitesh Majithia,Private Equity,Undisclosed Investors,2500000.0
3461,2015-10-12,2015.0,10.0,Chillr,Peer-to-Peer Money Transfer & Recharge App,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,Undisclosed Investors,70000000.0
3462,2015-11-12,2015.0,11.0,EureQa,Test Automation SAAS platform,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,Undisclosed Investors,0.0
3466,2015-11-12,2015.0,11.0,OnlineRTI,Online RTI application services,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,Undisclosed Investors,0.0
3468,2015-11-12,2015.0,11.0,Weddingz.in,Wedding Venues & Vendors Marketplace,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,Undisclosed Investors,0.0
3470,2015-12-14,2015.0,12.0,Capricoast,Modular Furnishings Marketplace,Bangalore,"Accel Partners India, RB Investments",Private Equity,Undisclosed Investors,3500000.0
3472,2015-12-14,2015.0,12.0,Cabsguru,Cab search Comparison & Booking platform,New Delhi,Prashanth Ranganathan,Seed Funding,Undisclosed Investors,0.0
3473,2015-12-14,2015.0,12.0,Whoop,Performance Optimization Platform for athletes,Boston,Infosys,Private Equity,Undisclosed Investors,3000000.0
3476,2015-12-15,2015.0,12.0,Streamoid,visual search and discovery platform,Bangalore / Palo Alto,Undisclosed,Seed Funding,Undisclosed Investors,0.0
3477,2015-12-16,2015.0,12.0,Housejoy,Home services marketplace,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,Undisclosed Investors,22500000.0
3478,2015-12-16,2015.0,12.0,Bluebirch,End to End reverse logistics Solution platform,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,Undisclosed Investors,0.0
3479,2015-12-16,2015.0,12.0,MeraDoctor,Virtual Health consultation app,Mumbai,Unilazer,Private Equity,Undisclosed Investors,1200000.0
3481,2015-12-17,2015.0,12.0,Rivigo,Logistics Services Provider,Gurgaon,SAIF Partners and others,Private Equity,Undisclosed Investors,30000000.0
3482,2015-12-17,2015.0,12.0,Springboard,Data Science & UX design Learning platform,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,Undisclosed Investors,0.0
3484,2015-12-18,2015.0,12.0,Ampere Vehicles,Electric Bike Manufacturers,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,Undisclosed Investors,0.0
3487,2015-12-18,2015.0,12.0,CBREX,International Hiring Platform,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,Undisclosed Investors,0.0
3488,2015-12-21,2015.0,12.0,TruckMandi,Logistics Service Provider Marketplace,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,Undisclosed Investors,2000000.0
3489,2015-12-21,2015.0,12.0,Peppertap,Hyperlocal  Grocery Delivery Service,Gurgaon,Innoven Capital,Private Equity,Undisclosed Investors,4000000.0
3490,2015-12-21,2015.0,12.0,KOOH Sports,Sports Education Platform,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,Undisclosed Investors,2000000.0
3494,2015-12-22,2015.0,12.0,LatestOne,Mobile accessories online store,Hyderabad,Palred Technologies Ltd,Private Equity,Undisclosed Investors,3000000.0
3496,2015-12-22,2015.0,12.0,Arya.ai,Artificial Intelligence platform,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,Undisclosed Investors,750000.0
3497,2015-12-22,2015.0,12.0,Doctor Insta,Medical Consultation & Doctor appointment booking platform,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,Undisclosed Investors,500000.0
3498,2015-12-22,2015.0,12.0,MobieFit,Mobile Fitness App,Goa,Medi Assist,Private Equity,Undisclosed Investors,1000000.0
3500,2015-12-23,2015.0,12.0,Mech Mocha,Mobile Game development & Design platform,Bangalore,"Blume Ventures, Flipkart",Seed Funding,Undisclosed Investors,0.0
3501,2015-12-23,2015.0,12.0,Shotang.com,B2B eCommerce Marketplace,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,Undisclosed Investors,5000000.0
3503,2015-12-24,2015.0,12.0,Black White Orange,B2B Merchandize platform,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,Undisclosed Investors,0.0
3505,2015-12-24,2015.0,12.0,Canvera,Photographer Online search & booking platform,Bangalore,Info Edge (India) Ltd,Private Equity,Undisclosed Investors,0.0
3506,2015-12-28,2015.0,12.0,Town Essentials,Grocery Delivery platform,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,Undisclosed Investors,0.0
3507,2015-12-28,2015.0,12.0,Bumper,Mobile Car Servicing appointment app,Bangalore,SAIF Partners,Seed Funding,Undisclosed Investors,0.0
3508,2015-12-29,2015.0,12.0,Hotify,New Curation Mobile App,Bangalore,Mahavir Pratap Sharma,Seed Funding,Undisclosed Investors,0.0
